"Date","Price","Open","High","Low","Vol.","Change %"
"06/18/2023","32.55","32.55","32.55","32.55","9.41K","0.00%"
"06/15/2023","32.55","32.55","32.55","32.55","0.78K","0.00%"
"06/14/2023","32.55","32.55","32.55","32.55","18.26K","0.00%"
"06/13/2023","32.55","32.55","32.55","32.55","8.83K","0.00%"
"06/12/2023","32.55","32.55","32.55","32.55","2.90K","0.00%"
"06/11/2023","32.55","32.55","32.55","32.55","5.84K","0.00%"
"06/08/2023","32.55","32.55","32.55","32.55","5.17K","0.00%"
"06/07/2023","32.55","32.55","32.55","32.55","12.96K","0.00%"
"06/06/2023","32.55","32.55","32.55","32.55","31.39K","0.00%"
"06/05/2023","32.55","32.55","32.55","32.55","5.29K","0.00%"
"06/04/2023","32.55","32.55","32.55","32.55","2.35K","0.00%"
"06/01/2023","32.55","32.55","32.55","32.55","14.40K","0.00%"
"05/31/2023","32.55","32.55","32.55","32.55","10.10K","0.00%"
"05/30/2023","32.55","32.55","32.55","32.55","9.10K","0.00%"
"05/29/2023","32.55","32.55","32.55","32.55","2.06K","0.00%"
"05/28/2023","32.55","32.55","32.55","32.55","13.25K","0.00%"
"05/25/2023","32.55","32.55","32.55","32.55","3.88K","0.00%"
"05/24/2023","32.55","32.55","32.55","32.55","1.20K","0.00%"
"05/23/2023","32.55","32.55","32.55","32.55","2.10K","0.00%"
"05/22/2023","32.55","32.55","32.55","32.55","1.20K","0.00%"
"05/21/2023","32.55","32.55","32.55","32.55","2.18K","0.00%"
"05/18/2023","32.55","32.55","32.55","32.55","3.51K","0.00%"
"05/17/2023","32.55","32.55","32.55","32.55","6.71K","0.00%"
"05/16/2023","32.55","32.55","32.55","32.55","16.46K","-0.04%"
"05/14/2023","32.56","32.56","32.56","32.56","15.17K","0.00%"
"05/11/2023","32.56","32.56","32.56","32.56","9.84K","0.00%"
"05/10/2023","32.56","32.56","32.56","32.56","7.88K","0.00%"
"05/08/2023","32.56","32.56","32.56","32.56","39.81K","0.00%"
"05/07/2023","32.56","32.56","32.56","32.56","15.79K","0.00%"
"05/03/2023","32.56","32.56","32.56","32.56","39.27K","0.00%"
"05/02/2023","32.56","32.56","32.56","32.56","20.70K","0.00%"
"04/30/2023","32.56","32.56","32.56","32.56","7.77K","0.00%"
"04/27/2023","32.56","32.56","32.56","32.56","12.37K","0.00%"
"04/26/2023","32.56","32.56","32.56","32.56","7.14K","0.00%"
"04/25/2023","32.56","32.56","32.56","32.56","13.27K","0.00%"
"04/24/2023","32.56","32.56","32.56","32.56","3.37K","0.00%"
"04/18/2023","32.56","32.56","32.56","32.56","7.98K","0.00%"
"04/17/2023","32.56","32.56","32.56","32.56","9.79K","0.00%"
"04/16/2023","32.56","32.56","32.56","32.56","65.61K","0.00%"
"04/13/2023","32.56","32.56","32.56","32.56","21.34K","0.00%"
"04/12/2023","32.56","32.56","32.56","32.56","8.94K","0.00%"
"04/11/2023","32.56","32.56","32.56","32.56","6.19K","0.00%"
"04/10/2023","32.56","32.56","32.56","32.56","1.58K","0.00%"
"04/09/2023","32.56","32.56","32.56","32.56","6.17K","0.00%"
"04/06/2023","32.56","32.56","32.56","32.56","0.45K","0.00%"
"04/05/2023","32.56","32.56","32.56","32.56","3.35K","0.00%"
"04/04/2023","32.56","32.56","32.56","32.56","2.71K","0.00%"
"04/03/2023","32.56","32.56","32.56","32.56","1.55K","0.00%"
"04/02/2023","32.56","32.56","32.56","32.56","1.67K","0.00%"
"03/30/2023","32.56","32.56","32.56","32.56","2.14K","0.00%"
"03/29/2023","32.56","32.56","32.56","32.56","0.78K","0.00%"
"03/28/2023","32.56","32.56","32.56","32.56","1.04K","0.00%"
"03/27/2023","32.56","32.56","32.56","32.56","6.62K","0.00%"
"03/23/2023","32.56","32.56","32.56","32.56","0.19K","0.00%"
"03/22/2023","32.56","32.56","32.56","32.56","1.25K","0.00%"
"03/21/2023","32.56","32.56","32.56","32.56","0.11K","0.00%"
"03/20/2023","32.56","32.56","32.56","32.56","0.75K","0.00%"
"03/19/2023","32.56","32.56","32.56","32.56","11.64K","0.00%"
"03/16/2023","32.56","32.56","32.56","32.56","0.20K","0.00%"
"03/15/2023","32.56","32.56","32.56","32.56","1.01K","0.00%"
"03/14/2023","32.56","32.56","32.56","32.56","1.38K","0.00%"
"03/13/2023","32.56","32.56","32.56","32.56","1.75K","0.00%"
"03/12/2023","32.56","32.56","32.56","32.56","0.56K","0.00%"
"03/09/2023","32.56","32.56","32.56","32.56","0.12K","0.00%"
"03/07/2023","32.56","32.56","32.56","32.56","1.74K","0.00%"
"03/06/2023","32.56","32.56","32.56","32.56","59.37K","0.00%"
"03/05/2023","32.56","32.56","32.56","32.56","2.85K","0.00%"
"03/02/2023","32.56","32.56","32.56","32.56","1.85K","0.00%"
"03/01/2023","32.56","32.56","32.56","32.56","4.56K","0.00%"
"02/28/2023","32.56","32.56","32.56","32.56","6.17K","0.00%"
"02/27/2023","32.56","32.56","32.56","32.56","1.25K","0.00%"
"02/26/2023","32.56","32.56","32.56","32.56","2.02K","0.00%"
"02/23/2023","32.56","32.56","32.56","32.56","1.08K","0.00%"
"02/22/2023","32.56","32.56","32.56","32.56","1.77K","0.00%"
"02/20/2023","32.56","32.56","32.56","32.56","0.13K","0.00%"
"02/19/2023","32.56","32.56","32.56","32.56","0.01K","0.00%"
"02/16/2023","32.56","32.56","32.56","32.56","3.72K","0.00%"
"02/15/2023","32.56","32.56","32.56","32.56","4.88K","0.00%"
"02/14/2023","32.56","32.56","32.56","32.56","0.20K","0.00%"
"02/13/2023","32.56","32.56","32.56","32.56","0.18K","0.00%"
"02/12/2023","32.56","32.56","32.56","32.56","6.06K","0.00%"
"02/09/2023","32.56","32.56","32.56","32.56","0.21K","0.00%"
"02/08/2023","32.56","32.56","32.56","32.56","2.40K","0.00%"
"02/07/2023","32.56","32.56","32.56","32.56","2.72K","0.00%"
"02/06/2023","32.56","32.56","32.56","32.56","150.89K","0.00%"
"02/05/2023","32.56","32.56","32.56","32.56","6.90K","0.00%"
"02/02/2023","32.56","32.56","32.56","32.56","1.57K","0.00%"
"02/01/2023","32.56","32.56","32.56","32.56","4.46K","0.00%"
"01/31/2023","32.56","32.56","32.56","32.56","1.53K","0.00%"
"01/30/2023","32.56","32.56","32.56","32.56","17.36K","0.00%"
"01/29/2023","32.56","32.56","32.56","32.56","2.45K","0.00%"
"01/26/2023","32.56","32.56","32.56","32.56","3.40K","0.00%"
"01/25/2023","32.56","32.56","32.56","32.56","1.17K","0.00%"
"01/24/2023","32.56","32.56","32.56","32.56","2.04K","0.00%"
